all_players_and_stats_2024-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RK,PICK,YEAR,HEIGHT,NAME,,TEAM,CONF,G,ROLE,MIN%,PRPG!,D-PRPG,BPM,OBPM,DBPM,ORTG,DRTG,USG,EFG,TS,OR,DR,AST,TO,A/TO,BLK,STL,FTR,FC/40,DUNKS,DUNKS %,CLOSE 2,CLOSE 2 %,FAR 2,FAR 2 %,FT,FT %,2P,2P %,3P/100,3P,3P %
1466,-,Sr,6-8,Ben Callahan-Gold,0,Binghamton,AE,29,Stretch 4,50.9,1.1,1.1,-0.3,1.4,-1.8,114.3,116.3,17.4,54.4,56.8,2.3,10.7,6.1,8.1,1.3,1.7,1.0,11.5,2.5,0-0,0.000,22-35,0.629,9-15,0.600,21-22,0.955,31-50,0.620,14.3,49-142,0.345
1467,-,Jr,6-9,Ruot Bijiek,0,Bucknell,Pat,33,Stretch 4,68.5,1.1,2.1,-0.3,-0.2,-0.1,111.8,109.3,15.5,53.8,56.7,4.3,11.8,7.8,12.9,1.2,3.2,1.3,20.5,3.3,9-10,0.900,47-61,0.770,13-40,0.325,39-48,0.813,60-101,0.594,8.3,44-133,0.331
1468,-,Sr,6-8,Alex Merkviladze,0,Loyola Marymount,WCC,31,Stretch 4,80.1,1.1,3.2,-0.6,-1.0,0.4,102.7,103.0,17.3,48.7,51.7,2.7,19.1,11.3,12.6,1.7,1.2,0.9,29.2,3.1,2-3,0.667,44-80,0.550,15-44,0.341,53-76,0.697,59-124,0.476,8.0,45-136,0.331
1469,-,So,6-3,Mitchell Taylor,0,South Carolina St.,MEAC,29,Scoring PG,49.7,1.1,1.8,0.4,-0.2,0.6,108.8,106.5,21.6,52.2,57.5,2.3,9.7,24.2,21.7,1.4,0.0,3.1,43.9,3.9,0-0,0.000,35-61,0.574,23-63,0.365,62-79,0.785,58-124,0.468,5.3,24-56,0.429
1470,-,So,6-2,Ryan Sabol,0,Buffalo,MAC,29,Combo G,83.6,1.1,1.6,-3.4,-0.7,-2.7,100.8,118.4,20.7,50.5,54.9,1.2,8.6,13.1,17.6,1.0,0.0,1.3,26.3,1.6,0-0,0.000,49-83,0.590,12-38,0.316,73-85,0.859,61-121,0.504,11.5,68-202,0.337
1471,-,So,6-5,Jordan Stiemke,0,Loyola MD,Pat,30,Wing G,72.9,1.1,1.9,-2.0,-0.5,-1.4,102.9,113.4,21.4,49.2,52.0,3.5,12.0,7.7,12.5,0.8,3.9,2.0,19.1,3.3,13-14,0.929,51-86,0.593,19-56,0.339,48-61,0.787,70-142,0.493,12.1,58-177,0.328
1472,-,Fr,6-0,Jaden Jackson,0,South Dakota St.,Sum,29,Wing G,40.9,1.1,1.4,0.4,-0.1,0.5,117.4,106.6,16.5,49.7,52.4,3.1,11.8,10.4,8.0,2.6,0.5,1.8,20.5,4.1,0-0,0.000,18-30,0.600,2-13,0.154,23-30,0.767,20-43,0.465,12.4,35-103,0.340
1473,-,Sr,6-5,Nolan Dorsey,0,Campbell,CAA,30,Wing G,82.3,1.1,3.3,1.1,-0.3,1.4,108.7,102.8,15.8,53.6,55.7,4.0,20.7,13.3,15.5,1.7,0.7,3.0,23.3,2.4,0-0,0.000,41-69,0.594,8-25,0.320,37-52,0.712,49-94,0.521,7.9,47-129,0.364
1474,-,Fr,6-6,Tomas Thrastarson,0,Washington St.,WCC,31,Wing F,47.0,1.1,1.6,-0.6,-0.4,-0.3,120.0,109.3,10.0,64.0,62.6,5.5,11.6,4.2,14.0,1.1,3.1,0.9,65.1,3.7,4-4,1.000,31-46,0.674,6-11,0.545,31-56,0.554,37-57,0.649,2.5,12-29,0.414
1475,-,Sr,6-5,Aaron Cooley,0,Brown,Ivy,26,Wing F,73.9,1.1,2.5,-0.7,-0.5,-0.3,104.2,107.4,19.2,52.0,52.3,6.3,16.3,8.5,13.5,1.0,2.5,1.2,33.5,2.6,4-6,0.667,60-112,0.536,22-40,0.550,39-76,0.513,82-152,0.539,5.7,24-75,0.320
1476,-,Fr,6-5,Billy Richmond III,95,Arkansas,SEC,36,Wing G,43.5,1.1,2.2,1.8,-0.5,2.3,104.4,96.1,18.8,52.9,56.4,6.6,12.3,14.2,21.6,1.1,2.6,1.7,36.1,4.6,17-18,0.944,63-97,0.649,16-42,0.381,41-56,0.732,79-139,0.568,1.4,2-16,0.125
1477,-,Sr,6-10,Wilhelm Breidenbach,79.4,Washington,B10,29,Stretch 4,40.7,1.1,1.5,0.2,-0.4,0.6,114.6,105.3,12.9,61.5,62.9,5.5,11.7,4.2,17.4,0.6,0.9,1.5,25.0,5.0,5-6,0.833,24-32,0.750,5-11,0.455,17-24,0.708,29-43,0.674,6.3,20-53,0.377
1478,-,Sr,6-5,Gerald Drumgoole Jr.,76.8,George Washington,A10,33,Wing G,65.3,1.1,2.2,-1.7,-0.3,-1.4,98.1,107.7,23.1,44.7,48.0,3.5,8.3,9.7,13.1,0.9,1.0,1.8,27.7,2.7,3-4,0.750,44-93,0.473,7-27,0.259,65-94,0.691,51-120,0.425,14.8,67-219,0.306
1479,-,Jr,6-8,Rongie Gordon,57.8,Kennesaw St.,CUSA,30,PF/C,61.6,1.1,2.5,1.5,-0.6,2.1,110.5,102.5,13.3,46.2,50.3,10.7,17.3,15.8,20.0,1.7,4.5,1.5,24.6,5.2,2-2,1.000,35-58,0.603,10-28,0.357,26-32,0.813,45-86,0.523,3.3,10-44,0.227
1480,-,Fr,6-6,Ryan Mela,53.6,Providence,BE,29,Wing F,44.0,1.1,2.3,2.4,0.4,1.9,100.6,98.2,21.1,48.7,50.5,5.4,24.5,19.0,20.2,1.4,0.8,2.3,39.4,2.7,2-2,1.000,51-91,0.560,11-34,0.324,35-61,0.574,62-125,0.496,3.2,9-30,0.300
1481,-,Sr,6-2,Isaac Parson,0,North Carolina Centr,MEAC,27,Pure PG,46.8,1.1,0.9,-3.0,-0.4,-2.7,103.6,119.4,25.2,44.6,52.7,3.1,8.8,37.5,24.2,2.1,0.8,2.0,47.9,4.3,0-0,0.000,45-88,0.511,10-38,0.263,67-80,0.838,55-126,0.437,4.3,13-41,0.317
1482,-,So,6-5,Maximus Edwards,0,Duquesne,A10,31,Wing G,49.0,1.1,2.0,1.7,1.6,0.1,101.2,102.8,22.7,52.4,55.1,3.5,18.8,11.8,20.7,0.7,1.2,1.9,25.6,2.0,7-7,1.000,38-57,0.667,18-38,0.474,39-53,0.736,56-95,0.589,11.2,35-112,0.313
1483,-,Jr,6-3,Reggie Bass,49,Lindenwood,OVC,26,Combo G,70.1,1.1,2.2,-2.6,-1.3,-1.3,101.5,112.0,20.9,44.3,53.6,1.0,9.3,16.6,19.6,1.2,0.1,1.9,60.0,1.4,0-0,0.000,28-63,0.444,13-38,0.342,116-141,0.823,41-101,0.406,9.0,42-134,0.313
1484,-,Sr,6-3,Matthew Sells,0,Tennessee Tech,OVC,29,Combo G,46.6,1.1,0.9,-1.8,0.1,-1.9,119.9,118.3,13.4,65.4,68.2,0.6,7.2,12.9,18.5,1.7,0.0,1.0,23.7,1.8,0-0,0.000,4-9,0.444,0-0,0.000,24-27,0.889,4-9,0.444,10.9,47-105,0.448
1485,-,Sr,6-10,Isaiah Richards,0,Gardner Webb,BSth,31,PF/C,54.8,1.1,2.0,0.9,-0.1,1.0,113.3,105.5,16.5,56.0,58.9,10.8,26.2,10.2,20.1,1.0,4.1,1.5,59.0,5.1,9-13,0.692,57-85,0.671,3-15,0.200,52-79,0.658,60-100,0.600,2.8,10-34,0.294
1486,-,Sr,5-11,Latrell Jossell,41.4,North Texas,Amer,34,Scoring PG,54.2,1.1,2.4,-0.2,-1.7,1.5,104.3,100.3,20.2,45.2,48.2,1.6,5.6,15.6,12.8,1.8,0.4,3.1,19.1,3.7,0-0,0.000,8-21,0.381,30-62,0.484,34-44,0.773,38-83,0.458,13.1,44-147,0.299
1487,-,So,6-2,Nasir Whitlock,0,Lehigh,Pat,28,Combo G,60.4,1.1,1.4,-1.8,0.3,-2.2,100.8,114.5,24.4,51.7,53.7,1.1,11.9,17.0,14.0,1.4,0.3,1.3,16.9,1.7,0-0,0.000,31-55,0.564,50-113,0.442,33-44,0.750,81-168,0.482,8.2,36-93,0.387
1488,-,Jr,6-2,Conor Enright,0,DePaul,BE,23,Pure PG,49.6,1.1,2.3,-2.8,-1.7,-1.1,97.0,109.2,20.9,48.3,50.8,2.1,10.5,37.7,29.6,2.0,0.2,1.4,33.3,3.2,0-0,0.000,30-57,0.526,2-10,0.200,31-49,0.633,32-67,0.478,6.9,26-80,0.325
1489,-,Jr,6-2,Jed Miller,0,Montana St.,BSky,32,Combo G,44.0,1.1,1.8,3.4,-0.1,3.5,120.5,101.6,13.2,54.3,61.3,2.0,16.3,22.0,18.5,3.2,0.9,4.2,42.7,2.2,0-0,0.000,9-11,0.818,4-8,0.500,32-35,0.914,13-19,0.684,6.7,21-63,0.333
1490,-,So,6-8,Kyran Ratliff,0,Louisiana,SB,32,Stretch 4,48.9,1.1,1.4,-0.9,-0.2,-0.7,111.5,110.7,16.4,51.6,52.8,9.0,14.5,7.0,9.4,1.3,3.0,1.8,25.5,3.7,6-7,0.857,47-74,0.635,10-40,0.250,24-40,0.600,57-114,0.500,4.1,16-43,0.372
1491,-,Fr,6-5,Jurian Dixon,45.2,UC Irvine,BW,38,Wing G,65.4,1.1,3.0,0.4,-1.1,1.6,106.3,98.9,17.4,48.0,52.4,3.4,8.7,12.2,12.8,1.6,0.2,1.9,34.6,2.2,4-4,1.000,58-103,0.563,29-81,0.358,71-94,0.755,87-184,0.473,5.0,29-88,0.330
1492,-,So,6-5,Jaden Schutt,86.6,Virginia Tech,ACC,32,Wing G,64.8,1.1,2.2,-0.2,-0.6,0.4,105.4,107.6,15.8,50.0,53.0,0.9,12.1,10.9,16.0,1.3,0.3,1.4,17.7,3.1,2-2,1.000,12-20,0.600,10-35,0.286,32-38,0.842,22-55,0.400,11.5,57-160,0.356
1493,-,Sr,6-9,Stephen Giwa,0,Texas A&M Corpus Chr,Slnd,24,C,42.9,1.1,1.9,0.0,-0.6,0.6,114.1,106.4,14.1,60.7,58.8,12.8,15.0,6.1,17.7,0.9,3.8,1.5,44.9,4.7,8-9,0.889,46-74,0.622,8-15,0.533,19-40,0.475,54-89,0.607,0.0,0-0,0.000
1494,-,Sr,6-8,Jerome Hunter,88.4,Xavier,BE,34,Wing F,46.8,1.1,2.1,1.0,-0.2,1.3,106.6,99.8,16.8,56.2,59.9,7.7,12.9,7.9,21.4,0.7,2.8,1.6,39.1,4.4,7-7,1.000,39-62,0.629,13-44,0.295,41-54,0.759,52-106,0.491,2.9,17-32,0.531
1495,-,Sr,6-5,Harlond Beverly,89.2,Wichita St.,Amer,32,Combo G,64.9,1.1,2.6,1.1,-0.9,1.9,99.8,103.4,20.1,49.8,51.8,1.3,11.9,18.7,19.2,1.4,1.6,2.8,24.2,2.7,18-18,1.000,85-140,0.607,26-68,0.382,42-64,0.656,111-208,0.534,3.8,14-57,0.246
1496,-,Sr,6-7,Christopher Mantis,0,Maine,AE,32,Wing G,49.2,1.1,1.8,2.7,3.0,-0.3,113.8,106.0,17.8,61.4,62.1,1.0,15.4,9.9,11.8,1.5,1.3,1.9,5.1,2.0,1-1,1.000,10-14,0.714,8-29,0.276,9-10,0.900,18-43,0.419,14.8,69-155,0.445
1497,-,Sr,6-3,Malachi Poindexter,0,Illinois St.,MVC,35,Wing G,53.4,1.1,1.4,-1.5,0.0,-1.5,110.9,113.0,16.0,56.6,58.7,0.7,9.8,10.7,14.7,1.5,0.3,0.7,23.1,3.6,0-0,0.000,13-20,0.650,18-40,0.450,31-42,0.738,31-60,0.517,9.9,48-122,0.393
1498,-,Fr,6-9,Elijah Price,0,Fresno St.,MWC,32,PF/C,75.0,1.1,2.8,-1.6,-1.7,0.1,96.6,104.7,21.4,40.9,49.1,11.0,18.3,6.7,17.5,0.5,4.5,2.5,86.4,4.1,12-14,0.857,85-162,0.525,8-42,0.190,137-209,0.656,93-204,0.456,2.2,4-38,0.105
1499,-,Jr,6-9,Zine Eddine Bedri,0,Columbia,Ivy,22,PF/C,42.2,1.1,1.1,-2.2,-0.3,-1.9,102.5,114.7,25.3,48.1,49.9,8.7,24.6,21.6,14.7,1.9,1.1,1.3,29.6,3.8,4-4,1.000,41-71,0.577,25-59,0.424,28-47,0.596,66-130,0.508,3.9,7-29,0.241
1500,-,Jr,6-7,RJ Keene,49.2,Boise St.,MWC,35,Stretch 4,45.1,1.1,2.3,4.3,0.6,3.7,120.8,96.7,9.3,44.4,48.3,10.2,20.1,13.5,18.0,2.9,1.8,2.0,35.5,3.6,4-5,0.800,15-21,0.714,0-2,0.000,15-22,0.682,14-22,0.636,3.7,9-40,0.225
1501,-,So,6-9,Jake Ensminger,0,Santa Clara,WCC,33,PF/C,46.9,1.1,2.2,2.0,0.2,1.8,117.6,99.1,11.8,44.4,46.2,10.9,21.0,14.7,17.3,2.7,0.3,1.5,17.3,3.7,1-1,1.000,17-29,0.586,1-6,0.167,11-17,0.647,18-35,0.514,5.6,17-63,0.270
1502,-,Jr,6-7,Nakavieon White,0,Georgia Southern,SB,32,Wing G,54.4,1.1,1.6,-1.6,-0.4,-1.2,99.3,110.9,26.5,47.6,50.6,3.5,14.2,22.0,20.1,1.2,2.6,1.4,26.4,4.2,1-1,1.000,65-127,0.512,15-50,0.300,54-76,0.711,80-177,0.452,8.9,38-111,0.342
1503,-,Sr,7-0,Moussa Cisse,98.4,Memphis,Amer,35,C,45.0,1.1,2.6,3.0,0.1,2.9,107.1,90.9,18.4,54.8,53.7,17.3,22.7,4.3,17.2,0.4,9.8,2.1,99.2,5.6,46-51,0.902,67-109,0.615,2-17,0.118,61-125,0.488,69-126,0.548,0.0,0-0,0.000
1504,-,So,6-9,Sean Stewart,96.8,Ohio St.,B10,30,PF/C,42.1,1.1,2.6,1.8,-1.5,3.3,103.4,90.5,18.2,54.6,54.3,10.1,27.4,6.0,18.6,0.6,5.8,2.2,41.2,7.5,21-23,0.913,50-70,0.714,20-59,0.339,27-54,0.500,70-129,0.543,0.2,1-2,0.500
1505,-,Jr,6-3,Kheni Briggs,0,Albany,AE,31,Wing G,44.0,1.1,1.2,-0.9,-0.2,-0.7,110.0,112.2,20.9,48.7,52.6,3.2,13.4,9.4,11.2,1.3,0.8,3.2,25.6,4.6,0-0,0.000,28-53,0.528,6-22,0.273,41-51,0.804,34-75,0.453,13.2,42-124,0.339
1506,-,Sr,6-7,Isaiah Addo-Ankrah,0,Denver,Sum,29,Wing G,56.4,1.1,1.2,-1.8,0.4,-2.2,115.0,115.8,14.7,55.3,59.7,5.5,8.2,4.6,15.0,0.6,0.2,1.0,23.2,3.1,0-0,0.000,9-17,0.529,4-13,0.308,33-35,0.943,13-30,0.433,10.7,47-121,0.388
1507,-,Sr,6-2,Seth Wilson,61.6,Akron,MAC,32,Combo G,44.5,1.1,1.3,-0.3,0.9,-1.2,118.5,111.3,13.9,56.0,56.5,4.0,6.8,7.3,10.8,2.2,0.2,1.6,3.6,3.1,0-0,0.000,6-9,0.667,10-15,0.667,5-6,0.833,16-24,0.667,13.6,52-144,0.361
1508,-,Sr,6-2,Brody Peebles,0,Belmont,MVC,32,Combo G,41.5,1.1,1.1,-0.4,0.9,-1.3,107.8,112.8,20.2,55.4,57.0,0.4,5.6,9.4,12.1,1.2,0.0,2.1,13.2,1.7,0-0,0.000,33-60,0.550,17-40,0.425,21-27,0.778,50-100,0.500,11.1,42-104,0.404
1509,-,Jr,6-2,Asim Jones,0,FIU,CUSA,31,Combo G,62.7,1.1,2.2,-1.4,-1.5,0.1,101.6,106.8,20.6,47.2,54.5,1.1,9.7,17.5,19.9,1.2,1.8,2.3,58.8,2.5,2-2,1.000,56-109,0.514,18-55,0.327,95-124,0.766,74-164,0.451,3.4,17-47,0.362
1510,-,Jr,6-5,Scooter Williams Jr.,0,Texas A&M Commerce,Slnd,31,Combo G,61.0,1.1,1.7,-0.5,0.5,-1.0,93.4,111.4,28.5,47.0,51.4,5.0,9.3,23.9,22.9,0.9,3.3,2.9,37.4,3.1,16-20,0.800,74-116,0.638,8-27,0.296,77-107,0.720,82-143,0.573,11.1,35-143,0.245
1511,-,Sr,6-5,Lucas Taylor,64.2,Syracuse,ACC,33,Wing G,52.5,1.1,1.8,-0.1,-0.9,0.8,112.2,107.5,12.9,55.1,58.1,1.8,11.0,6.0,15.2,1.0,0.8,1.3,20.5,4.6,1-1,1.000,17-26,0.654,21-43,0.488,27-32,0.844,38-69,0.551,7.1,32-87,0.368
1512,-,Sr,6-8,Caleb Zurliene,0,Campbell,CAA,30,Stretch 4,53.6,1.1,2.1,0.5,-1.1,1.6,108.8,103.6,18.8,53.3,57.9,5.9,13.3,11.0,17.0,0.9,5.5,2.4,27.2,4.5,16-16,1.000,52-81,0.642,11-31,0.355,41-46,0.891,63-112,0.563,5.4,18-57,0.316
1513,-,Sr,6-5,Daeshon Shepherd,0,La Salle,A10,32,Wing G,76.0,1.1,2.3,-2.0,-1.1,-0.9,102.3,110.2,17.4,43.2,48.4,3.8,11.9,4.2,9.1,0.8,2.5,1.4,38.2,1.8,33-37,0.892,74-122,0.607,19-77,0.247,80-109,0.734,93-199,0.467,5.1,20-86,0.233
1514,-,So,6-1,Dallas Hobbs,0,Mount St. Mary's,MAAC,29,Combo G,57.4,1.1,2.2,-3.0,-2.0,-1.1,94.5,109.0,27.1,44.5,49.0,1.2,13.5,25.0,20.7,1.2,0.1,1.8,28.4,3.4,0-0,0.000,43-80,0.537,20-72,0.278,71-91,0.780,63-152,0.414,12.2,53-168,0.315
1515,-,Sr,6-5,Mac Riniker,0,Cal Poly,BW,34,Wing G,61.2,1.1,2.0,-0.9,-2.0,1.1,100.1,107.9,21.3,56.9,58.1,6.0,14.4,17.7,27.3,0.9,2.4,3.3,35.2,6.7,7-9,0.778,92-144,0.639,3-12,0.250,51-82,0.622,95-156,0.609,4.9,25-77,0.325
1516,-,Jr,6-3,Jaehshon Thomas,0,Charlotte,Amer,32,Wing G,65.0,1.1,1.6,-3.0,-1.2,-1.8,102.7,113.8,19.7,50.0,54.5,2.1,13.3,10.0,14.9,1.0,0.3,1.4,31.0,3.3,1-1,1.000,47-82,0.573,20-63,0.317,62-77,0.805,67-145,0.462,7.4,38-103,0.369
1517,-,So,6-4,David Terrell Jr.,0,UTEP,CUSA,30,Scoring PG,77.5,1.1,2.9,-1.1,-2.1,1.0,100.4,105.2,17.9,50.5,54.0,2.1,13.2,25.0,23.1,1.8,0.5,2.7,51.1,4.2,5-5,1.000,66-110,0.600,15-51,0.294,63-97,0.649,81-161,0.503,1.8,10-29,0.345
1518,-,Jr,6-8,Samuel Ariyibi,0,Utah Tech,WAC,28,PF/C,52.5,1.1,2.0,0.1,-1.3,1.4,99.3,107.3,21.8,50.6,54.5,8.6,19.0,15.3,22.5,0.8,6.9,2.7,53.6,5.3,4-5,0.800,45-80,0.563,21-52,0.404,59-89,0.663,66-132,0.500,3.0,12-34,0.353
1519,-,Sr,6-6,Isaiah Griffin,0,Idaho St.,BSky,27,Wing G,76.6,1.1,2.0,-4.3,-1.8,-2.5,104.0,113.4,18.6,43.6,46.5,5.3,10.1,4.6,9.4,0.8,0.7,1.0,28.3,2.1,2-3,0.667,45-85,0.529,39-101,0.386,50-77,0.649,84-186,0.452,6.3,23-86,0.267
1520,-,So,6-2,D'Aundre Samuels,0,Houston Christian,Slnd,30,Combo G,41.8,1.1,1.5,2.5,2.0,0.5,101.8,106.8,25.7,53.5,54.9,2.5,17.8,23.0,19.0,1.1,2.1,2.9,17.1,2.6,2-2,1.000,21-35,0.600,22-52,0.423,22-32,0.688,43-87,0.494,12.2,38-100,0.380
1521,-,Jr,6-7,Tyler Mrus,0,Idaho,BSky,29,Wing G,69.6,1.1,1.4,-1.9,0.4,-2.3,107.9,118.1,15.7,51.9,54.3,1.8,11.1,4.8,11.9,0.8,1.3,1.2,19.7,2.0,0-0,0.000,19-39,0.487,2-16,0.125,35-46,0.761,21-55,0.382,12.4,67-179,0.374
1522,-,Sr,6-4,Manny Obaseki,93.8,Texas A&M,SEC,34,Wing G,40.7,1.1,1.9,-0.1,-1.4,1.3,98.3,98.2,22.7,40.5,46.5,2.1,8.9,14.9,18.1,1.1,2.7,1.0,39.3,4.7,7-7,1.000,38-84,0.452,21-74,0.284,59-79,0.747,59-158,0.373,4.5,15-43,0.349
1523,-,Sr,6-1,Kentrell Garnett,0,Louisiana,SB,32,Combo G,85.5,1.1,2.0,-1.8,-1.0,-0.8,104.7,114.6,15.8,49.7,52.0,0.8,8.0,12.5,12.2,1.8,0.5,1.9,12.0,2.2,0-0,0.000,17-30,0.567,29-70,0.414,31-35,0.886,46-100,0.460,10.5,66-192,0.344
1524,-,Jr,6-9,Stephon Payne III,0,Jacksonville,ASun,26,C,44.1,1.1,2.3,-0.2,-1.0,0.8,106.5,100.0,20.7,53.3,55.7,14.3,18.9,6.8,20.2,0.5,4.8,3.1,44.0,4.0,18-21,0.857,64-110,0.582,16-40,0.400,42-66,0.636,80-150,0.533,0.0,0-0,0.000
1525,-,Fr,6-8,Babatunde Durodola,0,Temple,Amer,31,C,40.4,1.1,1.3,-2.3,-1.6,-0.7,114.2,109.2,16.4,48.1,52.9,12.9,16.9,7.0,13.0,1.0,2.3,1.2,56.5,7.5,2-3,0.667,44-87,0.506,8-21,0.381,41-61,0.672,52-108,0.481,0.0,0-0,0.000
1526,-,Fr,6-4,Hermann Koffi,0,Stonehill,NEC,30,Wing G,81.3,1.1,1.1,-4.9,-1.7,-3.2,111.5,121.7,14.0,55.5,56.7,2.0,6.8,10.0,11.7,1.6,0.2,0.5,12.7,2.5,0-0,0.000,34-49,0.694,13-33,0.394,21-29,0.724,47-82,0.573,9.2,53-146,0.363
1527,-,Jr,6-4,Eli King,70.8,North Dakota,Sum,30,Wing G,78.5,1.0,2.0,-0.8,-0.7,-0.1,109.0,113.5,14.6,49.1,50.6,4.6,16.6,12.1,14.8,1.9,1.8,2.1,17.2,3.7,6-7,0.857,41-88,0.466,13-39,0.333,26-40,0.650,54-127,0.425,6.3,40-105,0.381
1528,-,Sr,6-4,Collin Moore,56.4,Grand Canyon,WAC,33,Combo G,63.6,1.0,3.0,3.7,-0.1,3.8,107.5,97.4,15.6,52.4,56.3,3.3,11.5,14.1,20.2,1.4,3.7,3.8,43.2,4.0,13-17,0.765,44-84,0.524,2-7,0.286,57-80,0.713,46-91,0.505,6.2,34-94,0.362
1529,-,Sr,6-4,Ja'Kair Sanchez,0,Wagner,NEC,26,Wing G,45.2,1.0,1.2,-1.5,-0.6,-0.9,105.0,113.0,24.4,51.6,57.5,3.4,9.9,9.7,18.2,0.6,1.2,1.4,38.9,4.5,0-0,0.000,24-48,0.500,30-57,0.526,52-61,0.852,54-105,0.514,7.2,18-52,0.346
1530,-,Sr,6-3,Wilson Dubinsky,0,South Carolina St.,MEAC,30,Combo G,47.4,1.0,1.7,2.5,2.3,0.2,115.2,105.7,17.3,55.6,57.4,3.9,14.0,12.0,14.8,1.5,0.0,2.7,28.8,2.2,0-0,0.000,8-20,0.400,16-37,0.432,33-49,0.673,24-57,0.421,11.1,47-113,0.416
1531,-,Jr,6-5,Jermahri Hill,0,Ball St.,MAC,28,Wing G,80.8,1.0,2.3,-3.5,-1.8,-1.7,93.1,111.7,29.2,43.4,48.2,2.7,15.1,21.9,17.6,1.1,1.1,1.7,49.9,2.8,15-22,0.682,104-193,0.539,23-77,0.299,115-177,0.650,127-270,0.470,5.4,18-85,0.212
1532,-,Jr,6-8,RJ Godfrey,69.8,Georgia,SEC,33,C,48.6,1.0,2.4,0.2,-2.0,2.3,100.3,96.2,19.3,53.2,55.2,7.9,14.7,9.8,24.0,0.6,3.3,1.8,46.2,6.1,15-16,0.938,58-92,0.630,25-53,0.472,44-72,0.611,83-145,0.572,1.0,0-11,0.000
1533,-,Sr,5-10,Kavion McClain,0,Texas Southern,SWAC,28,Pure PG,75.8,1.0,2.6,-0.5,-0.2,-0.3,95.5,107.6,25.6,45.9,49.4,1.8,8.4,28.0,21.8,1.5,0.0,3.2,16.2,1.4,1-1,1.000,25-59,0.424,49-138,0.355,52-58,0.897,74-197,0.376,10.1,60-160,0.375
1534,-,So,6-5,Freddie Dilione V,92,Penn St.,B10,31,Wing G,61.5,1.0,2.6,-0.2,-0.4,0.2,96.8,101.7,21.4,46.8,49.3,3.8,9.6,12.5,16.5,1.1,1.3,2.0,20.4,2.5,8-10,0.800,57-101,0.564,27-71,0.380,39-55,0.709,84-172,0.488,7.1,28-97,0.289
1535,-,Jr,6-4,Lance Waddles,0,Nebraska Omaha,Sum,33,Wing G,52.0,1.0,1.5,-1.3,0.3,-1.6,101.3,111.2,23.7,44.5,47.8,4.6,17.7,15.2,12.8,1.6,0.9,1.4,27.4,3.7,0-0,0.000,39-86,0.453,18-46,0.391,50-72,0.694,57-132,0.432,11.0,40-131,0.305
1536,-,Sr,6-4,Tyler Brelsford,0,Morehead St.,OVC,29,Wing G,72.8,1.0,1.6,-3.0,-1.5,-1.5,103.0,115.5,19.1,43.5,53.0,2.1,13.5,12.8,17.8,1.1,0.1,1.2,58.0,2.4,2-2,1.000,31-59,0.525,14-42,0.333,100-120,0.833,45-101,0.446,7.7,30-106,0.283
1537,-,Sr,6-2,Kobe Newton,0,Wyoming,MWC,29,Combo G,53.4,1.0,1.8,-2.0,-1.2,-0.8,106.1,108.9,16.6,54.1,58.3,0.7,9.1,11.3,21.1,1.1,0.2,1.0,23.1,3.0,0-0,0.000,9-15,0.600,7-19,0.368,34-37,0.919,16-34,0.471,11.6,47-126,0.373
1538,-,So,6-3,Carl Parrish,0,Presbyterian,BSth,29,Wing G,42.7,1.0,1.1,-1.1,0.5,-1.6,116.3,113.7,16.1,58.5,63.0,1.8,11.0,5.2,16.0,1.0,0.4,1.2,27.9,2.6,1-1,1.000,16-21,0.762,16-35,0.457,33-36,0.917,32-56,0.571,8.6,29-73,0.397
1539,-,Jr,6-6,Rylan Griffen,89.2,Kansas,B12,33,Wing G,48.5,1.0,2.4,1.4,0.1,1.3,101.4,97.5,17.1,48.1,50.2,2.6,8.5,11.3,15.2,1.5,1.5,0.8,21.3,2.9,5-6,0.833,17-33,0.515,12-33,0.364,27-40,0.675,29-66,0.439,10.6,41-122,0.336
1540,-,Sr,6-4,Brandyn Talbot,0,UT Arlington,WAC,29,Combo G,47.9,1.0,0.9,-1.7,-0.1,-1.6,113.4,117.8,14.2,52.1,54.5,2.5,6.2,11.9,13.9,1.7,0.0,1.3,11.3,2.6,0-0,0.000,14-21,0.667,10-22,0.455,15-16,0.938,24-43,0.558,10.2,33-98,0.337
1541,-,Jr,6-3,Jefferson De La Cruz Monegro,0,Valparaiso,MVC,32,Combo G,72.9,1.0,2.0,-2.3,-1.6,-0.7,99.4,111.5,19.8,42.1,49.8,3.1,8.4,10.2,14.5,1.1,1.1,2.0,49.0,3.3,0-1,0.000,38-80,0.475,31-92,0.337,100-127,0.787,67-167,0.401,5.7,28-92,0.304
1542,-,Sr,6-5,Jay Alvarez,0,Rider,MAAC,33,Wing G,64.9,1.0,1.4,-2.8,-0.3,-2.5,102.7,116.1,21.0,46.2,49.2,6.2,13.5,7.2,11.9,0.8,0.3,1.7,19.1,2.0,3-4,0.750,75-149,0.503,14-45,0.311,45-58,0.776,89-194,0.459,7.8,34-109,0.312
1543,-,So,6-7,Mekhi Lowery,0,Towson,CAA,32,Wing F,53.6,1.0,2.2,1.9,-0.3,2.3,109.5,101.9,17.1,52.9,53.4,8.8,20.2,14.8,18.0,1.6,4.5,2.1,48.9,4.3,17-18,0.944,55-96,0.573,17-39,0.436,36-68,0.529,72-135,0.533,0.4,1-4,0.250
